Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Thomas, Diana Maria",57213563151,1,"Agricultural and Biological Sciences
",,
"Thomas, Frank A.",35526957100,1,"Medicine
Social Sciences
",,
"Thomas, Frank",57195387463,1,"Mathematics
Computer Science
",,
"Thomas, Johanna S.",56170151100,1,"Engineering
",,
"Thomas, Kelsie",57218772193,1,"Computer Science
",,
"Thomas, Michael M.",57672856600,1,"Environmental Science
",,
"Thomas, Victoria K.",57208843989,1,"Engineering
",,
"Thomas Morgan, M.",35785079800,1,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Thomassi, Taylor",36615915600,1,"Biochemistry, Genetics and Molecular Biology
",,
"Thompson, Ariel R.",57225751089,1,"Agricultural and Biological Sciences
Environmental Science
",,
"Thompson, Ben",57213633744,1,"Computer Science
Engineering
",,
"Thompson, Brandon",58457774800,1,"Business, Management and Accounting
",,
"Thompson, Kimberlee",56213293000,1,"Materials Science
",,
"Thompson, M. C.",56413615800,1,"Physics and Astronomy
",,
"Thompson, Percie K.",57203763835,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Thompson, Peter",57671420400,1,"Business, Management and Accounting
",,
"Thompson, R. Lee",57213162847,1,"Materials Science
Environmental Science
Chemical Engineering
",,
"Thompson, Richard",57202064159,1,"Computer Science
",,
"Thomson, Lindsey",57194228673,1,"Engineering
Materials Science
",,
"Thoutam, Akshaya",57346442800,1,"Materials Science
Energy
Chemistry
",,
"Thrasher, Ava",57540098900,1,"Energy
Engineering
",,
"Thulasiram, R. K.",57225446051,1,"Engineering
Energy
",,
"Tian, Lei",54887710600,1,"Engineering
",,
"Tian, Runhe",36616090600,1,"Computer Science
Social Sciences
",,
"Tian, Y.",56315068000,1,"Biochemistry, Genetics and Molecular Biology
",,
"Tian, Yexin",57224950507,1,"Mathematics
Computer Science
",,
"Tian, Yingnan",7402841037,1,"Engineering
",,
"Tibor, Besedeš",56878912300,1,"Economics, Econometrics and Finance
Social Sciences
",,
"Tice Iv, J. J.",57213906876,1,"Chemistry
",,
"Tien, Eileen",6603184640,1,"Computer Science
",,
"Tien, Ethan",57219497193,1,"Computer Science
",,
"Tignor, Benjamin T.",57221345360,1,"Biochemistry, Genetics and Molecular Biology
Engineering
Materials Science
",,
"Tillman, Elayna",56285399900,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Tilstra, Shawn A.",57224284597,1,"Physics and Astronomy
Materials Science
Mathematics
Engineering
Computer Science
",,
"Timalsina, S. K.",57191861339,1,"Computer Science
Engineering
Earth and Planetary Sciences
",,
"Timar, John J.",55690219000,1,"Engineering
Environmental Science
",,
"Timmons, C. F.",35936132200,1,"Engineering
Materials Science
",,
"Timothy, Leland",57725878100,1,"Earth and Planetary Sciences
",,
"Timurturkan, Su",57354666500,1,"Computer Science
",,
"Ting, T. C.",16505200400,1,"Mathematics
Computer Science
",,
"Tintner, Ryan",9732520000,1,"Engineering
",,
"Tippett, James T.",36722587000,1,"Medicine
",,
"Tipton, B. C.",6602700142,1,"Engineering
",,
"Tiptonb, John",57194648438,1,"Multidisciplinary
",,
"Tirumala, Abhiram",57852662800,1,"Mathematics
Computer Science
",,
"Tishler, Joel",57191828656,1,"Engineering
Materials Science
",,
"Tissot, Giancarlo",57211189145,1,"Agricultural and Biological Sciences
Chemical Engineering
",,
"Titshaw, Rachel",58155356000,1,"Social Sciences
",,
"Tiwari, Rohan G.",36683261000,1,"Computer Science
Economics, Econometrics and Finance
",,
"Tjaden, Gary S.",57207635101,1,"Multidisciplinary
",,
"Tnaztepe, R.",57213094770,1,"Computer Science
Mathematics
",,
"To, M. Alicia",26026169800,1,"Chemistry
",,
"Tocho, Janet",58491546700,1,"Computer Science
Physics and Astronomy
Mathematics
Engineering
",,
"Todd, Aaron W.",16062827400,1,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Todd, R.",57616052800,1,"Computer Science
Engineering
",,
"Todd, Robert",57196852702,1,"Computer Science
",,
"Tolentino, L.",57208585637,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",,
"Tolksdorf, Mara",57217199028,1,"Materials Science
Physics and Astronomy
Chemistry
Energy
",,
"Tolpegin, Vale",57219177936,1,"Mathematics
Computer Science
",,
"Toman, J.",57213779633,1,"Earth and Planetary Sciences
",,
"Tomás, Gedeon",57189204726,1,"Mathematics
",,
"Tomassetti, Ben",18435265300,1,"Computer Science
",,
"Tomkinson, Ian",57197729990,1,"Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Tonbari, Mohamed El",57219687265,1,"Decision Sciences
Mathematics
Computer Science
",,
"Tong, Stephen",57979539900,1,"Computer Science
",,
"Tong, Y. L.",58331155500,1,"Engineering
",,
"Tong, Yungliang",58126809800,1,"Mathematics
Business, Management and Accounting
Economics, Econometrics and Finance
Medicine
",,
"Tongdee, Mintra",57216836016,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
",,
"Tongqing, Qiu",35175411900,1,"Computer Science
",,
"Tonus, S.",6507441245,1,"Materials Science
",,
"Too, James",57097090100,1,"Physics and Astronomy
Arts and Humanities
",,
"Toon, J. D.",6602746464,1,"Materials Science
",,
"Toosi, Zahra Nassiri",57221342999,1,"Biochemistry, Genetics and Molecular Biology
",,
"Tootle, Jeremiah",15058481600,1,"Engineering
",,
"Topaz, Nadav",57216332128,1,"Medicine
",,
"Tople, Mithila",57170935100,1,"Computer Science
",,
"Toppen, Jack",57969630000,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Torabi, A.",57197221258,1,"Chemistry
",,
"Tordoya Henckell, Skyler",57219893395,1,"Medicine
",,
"Torello, David Edward",57214452255,1,"Engineering
",,
"Toro, Jan Simon",57192541085,1,"Biochemistry, Genetics and Molecular Biology
",,
"Torrance, James H.",57213435740,1,"Biochemistry, Genetics and Molecular Biology
Mathematics
Computer Science
",,
"Torres, M.",57199668433,1,"Engineering
",,
"Torres, Thomas A.",7007012323,1,"Engineering
",,
"Toth, Anna",57789680300,1,"Computer Science
Arts and Humanities
",,
"Tougas, Michelle R.",56780128700,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",,
"Towell, Samuel T.",6504436822,1,"Engineering
",,
"Towles, Eric C.",57918340800,1,"Chemistry
",,
"Towner, Alexandra A.",57450601000,1,"Agricultural and Biological Sciences
",,
"Townley, Jonathan S.",36708878700,1,"Engineering
Earth and Planetary Sciences
",,
"Townsend, J.",57197064294,1,"Mathematics
",,
"Townsend, Kayla",57216433744,1,"Earth and Planetary Sciences
",,
"Toy, E. B.",57209658351,1,"Engineering
",,
"Tracy, Gregory",57212689799,1,"Engineering
Computer Science
",,
"Tracy, Jeffrey S.",7101966067,1,"Engineering
Computer Science
",,
"Tracy, Kevin",7005889110,1,"Engineering
",,
"Tramecourt, N.",36714581700,1,"Engineering
",,
"Tran, C. V.",58436832300,1,"Physics and Astronomy
Chemistry
Medicine
",,
"Tran, Coleen",57209192477,1,"",,
"Tran, David",26025808500,1,"",,
"Tran, Diem",57212766132,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Tran, Henry",56046142800,1,"Engineering
",,
"Tran, Jollin",58077826000,1,"Pharmacology, Toxicology and Pharmaceutics
Medicine
",,
"Tran, Kathy",57224951201,1,"Mathematics
Computer Science
",,
"Tran, Kevyn",57203330951,1,"Engineering
",,
"Tran, Phuong",57223046711,1,"Engineering
Computer Science
",,
"Tran, Thu",57210010287,1,"Multidisciplinary
",,
"Tran, Tinh V.",55127189900,1,"Materials Science
",,
"Tran, Tuyen K.",57189883679,1,"Physics and Astronomy
Materials Science
Computer Science
",,
"Tran, Vivi",58077270700,1,"Pharmacology, Toxicology and Pharmaceutics
Medicine
",,
"Traoré, Eric Seydou",55327942200,1,"Engineering
",,
"Trasatti, Anthony",57222026886,1,"Engineering
Social Sciences
Decision Sciences
",,
"Trauner, M. C.",57191114615,1,"Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
",,
"Trauner, Mary",7006061607,1,"Engineering
",,
"Travis, Edward O.",57197932754,1,"Chemical Engineering
",,
"Travis Bowles, C.",51565113500,1,"Engineering
",,
"Trawick, Tyler",55837535400,1,"Computer Science
Arts and Humanities
",,
"Treager, M.",36097130200,1,"Engineering
Materials Science
",,
"Trebbio, Rick",55993280500,1,"Engineering
Physics and Astronomy
Materials Science
",,
"Trebinoa, Rick",37091603700,1,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",,
"Trebuchon, Joshua",57215314203,1,"Agricultural and Biological Sciences
",,
"Trejo, Lindsey H.",57222288583,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Tretiak, Dima",57219404823,1,"Physics and Astronomy
Engineering
",,
"Treubig, Ryan T.",56940869800,1,"Engineering
",,
"Tria, Maxianne C.",57194338247,1,"Biochemistry, Genetics and Molecular Biology
Engineering
Materials Science
",,
"Tribo, Michael",36814477300,1,"Engineering
Chemistry
Chemical Engineering
",,
"Trinkaus, Trevor R.",6507369183,1,"Engineering
Physics and Astronomy
Computer Science
",,
"Tripathi, Vyomkesh",57197522187,1,"Computer Science
",,
"Trippe, Catherine",57501953700,1,"Biochemistry, Genetics and Molecular Biology
",,
"Tritschler, Niklas",57224467710,1,"Engineering
Computer Science
",,
"Trivedi, Dhruti J.",58098495600,1,"Chemical Engineering
Physics and Astronomy
",,
"Trively, Clare",57215490901,1,"Computer Science
Social Sciences
",,
"Trofatter, K. F.",56675978500,1,"Immunology and Microbiology
",,
"Trost, Jason",57225825811,1,"Engineering
",,
"Trout, Robert",57208689555,1,"Materials Science
Chemistry
Energy
",,
"Troutman, T. S.",57198802072,1,"Materials Science
Engineering
",,
"Troxler, Robert E.",7005537958,1,"Engineering
Physics and Astronomy
Materials Science
",,
"Troy Surdick, R.",6506952169,1,"Engineering
",,
"Trybus Hardy, Elaissa L.",55986656600,1,"Biochemistry, Genetics and Molecular Biology
",,
"Trytko, R. L.",15621821900,1,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Tsai, Changmin",57203902860,1,"Computer Science
Mathematics
Engineering
",,
"Tsai, Menghsiu",57205700457,1,"Engineering
Pharmacology, Toxicology and Pharmaceutics
",,
"Tsai, Yichang James",58475280000,1,"Engineering
Computer Science
",,
"Tsang, Chiuching",56133618200,1,"Engineering
",,
"Tsang, Philip",36940317500,1,"Chemistry
Materials Science
",,
"Tsao, Joanna",57212135902,1,"Physics and Astronomy
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Tsau, Fang H.",57212778183,1,"Engineering
Energy
Earth and Planetary Sciences
",,
"Tsepas, Sharon",16640904600,1,"Medicine
",,
"Tshukara, Jason S.",58295458700,1,"Psychology
Arts and Humanities
",,
"Tsiagkli, Sandy",7801644368,1,"",,
"Tsikerdanos, William",57170677600,1,"Computer Science
",,
"Tsivoglou, S.",23040575100,1,"Physics and Astronomy
",,
"Tsukrukb, Vladimir V.",36714639200,1,"Physics and Astronomy
Materials Science
Mathematics
Engineering
Computer Science
",,
"Tsuzuki, Y.",57209639889,1,"Physics and Astronomy
Materials Science
Computer Science
",,
"Tsygankov, Denis",57202360441,1,"Biochemistry, Genetics and Molecular Biology
Medicine
",0000-0002-1180-3584,
"Tu, Nam H.",55499820800,1,"Immunology and Microbiology
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Tubesing, Jake",57904328200,1,"Engineering
Social Sciences
",,
"Tucci, Lara",56464939700,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",,
"Tuchez, C.",57197822572,1,"Computer Science
",,
"Tucholski, T.",57197844383,1,"Physics and Astronomy
",,
"Tuck, Robert C.",57220188551,1,"Computer Science
Social Sciences
",,
"Tucker, Douglas M.",57213933783,1,"Physics and Astronomy
Engineering
",,
"Tucker, Laura",56073907300,1,"Immunology and Microbiology
Medicine
",,
"Tudawe, Ranal",57504926800,1,"Energy
",,
"Tuli, Nikhil",36609401000,1,"Computer Science
",,
"Tulig, Karen",56395496100,1,"Chemistry
Chemical Engineering
",,
"Tung, M. A.I.",57202990796,1,"Mathematics
Economics, Econometrics and Finance
Computer Science
",,
"Tung, P. S.",7006585759,1,"Materials Science
",,
"Tunis, Cassius B.",58067962500,1,"Engineering
Earth and Planetary Sciences
",,
"Tuong, Nguyen Duc",22983788500,1,"Physics and Astronomy
",,
"Turbeville, Franklin",58424321900,1,"Engineering
Environmental Science
",,
"Turk, Matt",55383941600,1,"Energy
",,
"Turk, R. E.",7006346834,1,"Engineering
Energy
",,
"Turky, Greg",51261645700,1,"Computer Science
",,
"Turmel, R. J.",8119584800,1,"Engineering
",,
"Turner, G. S.",24585878000,1,"Physics and Astronomy
Chemistry
",,
"Turner, Haydn",58547738400,1,"Computer Science
",,
"Turner, J.",56909239600,1,"Physics and Astronomy
",,
"Turner, K. H.",7201493539,1,"Energy
",,
"Turner, Keith",36664093800,1,"Engineering
Earth and Planetary Sciences
",,
"Turner, Madeleine",57217424120,1,"Engineering
Materials Science
Pharmacology, Toxicology and Pharmaceutics
",,
"Turner, Miles",57562545200,1,"Engineering
Physics and Astronomy
Earth and Planetary Sciences
",,
"Turner, Sean P.",48662961200,1,"Engineering
",,
"Turner, T.",57215760272,1,"Physics and Astronomy
Chemistry
",,
"Turner, Tc",57223633110,1,"Engineering
Materials Science
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Turner-Adomatis, Bonnie L.",6507951080,1,"Materials Science
",,
"Twnmala, Rao",56455295800,1,"Physics and Astronomy
Engineering
Mathematics
Computer Science
",,
"Tyber, Steve",36163595200,1,"Mathematics
Computer Science
",,
"Tyebkhan, Arwa Z.",16240306100,1,"Computer Science
",,
"Tyler, Phillip",55818994400,1,"Materials Science
Chemistry
Chemical Engineering
",,
"Tyler, Stephen",57197287391,1,"Business, Management and Accounting
Decision Sciences
",,
"Tynan, Kathleen L.",57222251213,1,"Computer Science
",,
"Tyndale, S. M.",57547980700,1,"Engineering
Earth and Planetary Sciences
",,
"Tynes, Kevin D.",57795796700,1,"Computer Science
Engineering
",,
"Uceda, Domingo E.",57581835400,1,"Medicine
",,
"Udell, K.",57218457613,1,"Earth and Planetary Sciences
",,
"Udeochu, George O.",57189496788,1,"Computer Science
Engineering
",,
"Udipi, Nupur",57244660300,1,"Multidisciplinary
",,
"Ueda, Jun",57192819648,1,"Computer Science
Engineering
",,
"Ufrecht, Reinhold H.",6504504465,1,"Environmental Science
",,
"Ugwumadu, Chidozie",58318327600,1,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
Chemistry
Medicine
",,
"Uhrich, Abigail",57927068600,1,"Computer Science
",,
"Uhrig, Matthias P.",57190936171,1,"Physics and Astronomy
",,
"Ul Haque, Abrar",14026079400,1,"Engineering
",,
"Ulevich, D. S.",6506646544,1,"Engineering
Energy
",,
"Ul-Haque, Anum",57218161190,1,"Engineering
Materials Science
",,
"Ullah, Osman",22434465800,1,"Mathematics
Computer Science
Biochemistry, Genetics and Molecular Biology
",,
"Ulmer, Lindsey D.",57209228082,1,"Chemistry
",,
"Ulrich, Jerry",57815664800,1,"Social Sciences
Arts and Humanities
",,
"Umair Bin Altaf, M.",18042876800,1,"Physics and Astronomy
Engineering
Computer Science
",,
"Umare, Ketan",57210186225,1,"Engineering
Computer Science
",,
"Umer, Rana Mohammad",56524447700,1,"Computer Science
",,
"Upadhya, Punith",57198889825,1,"Materials Science
Energy
",,
"Upadhya, Vijay",57219686278,1,"Computer Science
",,
"Upadhyaya Min Gu Kang, Vijaykumar D.",57277817100,1,"Engineering
",,
"Upshaw, Sophia G.",57222311786,1,"Biochemistry, Genetics and Molecular Biology
",,
"Upton, Daniel",52964924400,1,"Engineering
",,
"Upton, Emily",58523301600,1,"Medicine
Health Professions
",,
"Upton, Yvette Loury",58497865200,1,"Social Sciences
",,
"Urbanski, Stephan",57300644800,1,"Mathematics
Engineering
Computer Science
",,
"Urcinas, Andrew",36460383200,1,"Engineering
",,
"Urdahl, Sarah",57201397901,1,"Engineering
",,
"Urquhart-Foster, Joseph A.",6504268527,1,"Engineering
Computer Science
",,
"Ussery, Sabrina",36117198100,1,"Engineering
Earth and Planetary Sciences
",,
"Usta, Ebru",56043792800,1,"Engineering
Earth and Planetary Sciences
",,
"Utebay, Beliz",57221217328,1,"Immunology and Microbiology
Neuroscience
Biochemistry, Genetics and Molecular Biology
",,
"Uyar, Emrah",35249830000,1,"",,
"Uyesugi, Kristine",26039552900,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Neuroscience
Biochemistry, Genetics and Molecular Biology
",,
"Uysal, O. Deniz",57221820195,1,"Engineering
",,
"Vacanti, Diego",57210734467,1,"Computer Science
Social Sciences
",,
"Vadlamudi, Satya",57213283021,1,"Engineering
",,
"Vaidya, Sujeet",7102696841,1,"Engineering
",,
"Vaishnavi, Sandeep",56950633700,1,"Psychology
",,
"Vaitla, Raviteja",58569073700,1,"Engineering
",,
"Vakharia, Ajit",55858200000,1,"Engineering
",,
"Vakhtang, Gabunia",58566883200,1,"Engineering
Materials Science
Chemistry
",,
"Valancius, Marcus",57470653600,1,"Computer Science
Medicine
Decision Sciences
Social Sciences
",,
"Valco, J. T.",57203409117,1,"Engineering
Energy
",,
"Valdes, José Manuel Delgado",57171711600,1,"Computer Science
",,
"Valek, B. C.",36960818600,1,"Physics and Astronomy
Materials Science
",,
"Valencia, Francisco",57272394300,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Valencia, Rodrigo",35122974800,1,"Chemical Engineering
Engineering
Environmental Science
",,
"Valentien, Tessa",57203399185,1,"Computer Science
",,
"Valenzano, M. P.",57205003147,1,"Engineering
",,
"Valenzuela, Viviana",55169923900,1,"Chemistry
Environmental Science
",,
"Vallamattam, Ashok",57203970009,1,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Valle, C. S.",58448660000,1,"Engineering
Physics and Astronomy
",,
"Vallejos, Hunter A.",57195284757,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Vallier, Julia E.",57480767500,1,"Materials Science
Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Valls, Sergi Oliva",23089482400,1,"Mathematics
Biochemistry, Genetics and Molecular Biology
Computer Science
",,
"Van, Tam",57190226616,1,"Health Professions
Computer Science
",,
"van Biesel, B.",25636262500,1,"Engineering
Physics and Astronomy
",,
"van Dbrveer, D.",57193294766,1,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"van de Poel, J.",16048444500,1,"Chemistry
",,
"van der Sluys, Matthew",13002967000,1,"Chemistry
Chemical Engineering
",,
"van der Veer, Don",24520356800,1,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"van Dyke, Robert",57528205600,1,"Materials Science
Chemistry
Chemical Engineering
",,
"van Enige, Michelle",57202468712,1,"Materials Science
Physics and Astronomy
Engineering
",,
"van Esch, J. A.M.V.",7004936870,1,"Environmental Science
",,
"van Lttersum, Koert",57215638025,1,"Business, Management and Accounting
Economics, Econometrics and Finance
",,
